DOID	DIAGNOSIS_CD	category	detail
DOID:1876	F52.9	F52	9
DOID:1876	R37	R37	
DOID:1882	Q21.10	Q21	10
DOID:1882	Q21.1	Q21	1
DOID:1883	B19.20	B19	20
DOID:1883	B19.2	B19	2
DOID:1893	H01.13	H01	13
DOID:1894	H01.1	H01	1
DOID:1919	E79.1	E79	1
DOID:1921	Q98.4	Q98	4
DOID:1921	Q98.0	Q98	0
DOID:1926	E75.22	E75	22
DOID:1927	E75.3	E75	3
DOID:1928	Q93.82	Q93	82
DOID:1929	Q25.3	Q25	3
DOID:1932	Q93.51	Q93	51
DOID:1933	Q87.2	Q87	2
DOID:1935	Q87.89	Q87	89
DOID:1936	I70	I70	
DOID:1936	I25.1	I25	1
DOID:2348	I70	I70	
DOID:2348	I25.1	I25	1
DOID:1942	H50.3	H50	3
DOID:1942	H50.30	H50	30
DOID:1943	L65.0	L65	0
DOID:1947	A59.9	A59	9
DOID:1947	A59	A59	
DOID:1949	K81	K81	
DOID:1949	K81.9	K81	9
DOID:1964	C57.0	C57	0
DOID:1969	G80	G80	
DOID:1969	G80.9	G80	9
DOID:1979	H30.0	H30	0
DOID:1979	H30.00	H30	00
DOID:1993	C20	C20	
DOID:1999	H68.02	H68	02
DOID:1999	H68.029	H68	029
DOID:2000	H68.0	H68	0
DOID:2000	H68.00	H68	00
DOID:2000	H68.009	H68	009
DOID:2007	H35.3	H35	3
DOID:2012	D81.4	D81	4
DOID:2018	E16.1	E16	1
DOID:2021	C58	C58	
DOID:203	M27.8	M27	8
DOID:2030	F41.9	F41	9
DOID:2033	F80.9	F80	9
DOID:204	M77.9	M77	9
DOID:205	M89.3	M89	3
DOID:205	M89.30	M89	30
DOID:2050	J01.0	J01	0
DOID:2050	J01.00	J01	00
DOID:2051	J32.0	J32	0
DOID:2055	F43.10	F43	10
DOID:2055	F43.1	F43	1
DOID:206	Q78.6	Q78	6
DOID:2073	P78.0	P78	0
DOID:2088	K59.02	K59	02
DOID:2089	K59.0	K59	0
DOID:2089	K59.00	K59	00
DOID:2092	M12.8	M12	8
DOID:2095	C44	C44	
DOID:210	M77.3	M77	3
DOID:210	M77.30	M77	30
DOID:2112	A07.3	A07	3
DOID:2122	A21.2	A21	2
DOID:2135	C71.2	C71	2
DOID:214	K03.8	K03	8
DOID:214	K03.89	K03	89
DOID:2149	A18.10	A18	10
DOID:2149	A18.1	A18	1
DOID:216	K02.9	K02	9
DOID:216	K02	K02	
DOID:216	K02.6	K02	6
DOID:218	C18.2	C18	2
DOID:2181	E89.1	E89	1
DOID:2187	K00.5	K00	5
DOID:219	C18	C18	
DOID:219	C18.9	C18	9
DOID:2213	D69.9	D69	9
DOID:2215	D68.2	D68	2
DOID:2216	D68.2	D68	2
DOID:2219	D69.1	D69	1
DOID:222	H61.00	H61	00
DOID:222	H61.009	H61	009
DOID:222	H61.0	H61	0
DOID:2224	D47.3	D47	3
DOID:2226	D47.1	D47	1
DOID:2228	D75.83	D75	83
DOID:2228	D75.839	D75	839
DOID:2229	D68.1	D68	1
DOID:2237	K73.9	K73	9
DOID:224	G45.9	G45	9
DOID:2247	M47.9	M47	9
DOID:2247	M47	M47	
DOID:2251	N88.4	N88	4
DOID:2256	Q78.9	Q78	9
DOID:227	M24.6	M24	6
DOID:2272	B37.31	B37	31
DOID:2272	B37.3	B37	3
DOID:2273	N76.0	N76	0
DOID:2275	J02.9	J02	9
DOID:2275	J02	J02	
DOID:2280	L73.2	L73	2
DOID:2297	A27.9	A27	9
DOID:2297	A27	A27	
DOID:2297	A27.0	A27	0
DOID:230	G12.23	G12	23
DOID:2300	M43.0	M43	0
DOID:2300	M43.00	M43	00
DOID:2303	F98.4	F98	4
DOID:231	G12.2	G12	2
DOID:231	G12.20	G12	20
DOID:2312	A43	A43	
DOID:2312	A43.9	A43	9
DOID:2314	J67.4	J67	4
DOID:2326	K52.9	K52	9
DOID:2338	C41.1	C41	1
DOID:2339	Q75.1	Q75	1
DOID:2340	Q75.0	Q75	0
DOID:2344	D89.0	D89	0
DOID:2347	I70.91	I70	91
DOID:2349	I70	I70	
DOID:2351	E83.1	E83	1
DOID:2351	E83.10	E83	10
DOID:2352	E83.110	E83	110
DOID:2352	E83.119	E83	119
DOID:2352	E83.11	E83	11
DOID:2354	D61.82	D61	82
DOID:2355	D64.9	D64	9
DOID:2364	I87.0	I87	0
DOID:2365	A92.31	A92	31
DOID:2366	A92.30	A92	30
DOID:2366	A92.3	A92	3
DOID:2368	E75.10	E75	10
DOID:2373	D58.1	D58	1
DOID:2377	G35	G35	
DOID:2382	P57	P57	
DOID:2382	P57.9	P57	9
DOID:2383	P59.9	P59	9
DOID:2384	E51.2	E51	2
DOID:2394	C56	C56	
DOID:2401	C51.2	C51	2
DOID:2409	B48.1	B48	1
DOID:2450	H34.81	H34	81
DOID:2451	D68.59	D68	59
DOID:2452	D68.59	D68	59
DOID:2455	H10.52	H10	52
DOID:2456	H10.5	H10	5
DOID:2456	H10.50	H10	50
DOID:2460	H27.12	H27	12
DOID:2474	H10.44	H10	44
DOID:2475	H10.4	H10	4
DOID:2475	H10.40	H10	40
DOID:2476	G11.4	G11	4
DOID:2477	G60.0	G60	0
DOID:2479	H81.4	H81	4
DOID:2498	K03.2	K03	2
DOID:2508	M31.4	M31	4
DOID:2517	D18.02	D18	02
DOID:2518	N45.2	N45	2
DOID:2529	D73.9	D73	9
DOID:2529	D73	D73	
DOID:2530	D73.3	D73	3
DOID:2533	D73.5	D73	5
DOID:2536	G61.81	G61	81
DOID:5213	G61.81	G61	81
DOID:2538	G40.8	G40	8
DOID:254	D18.03	D18	03
DOID:255	D18.00	D18	00
DOID:255	D18.0	D18	0
DOID:2556	M94.1	M94	1
DOID:2557	M94.2	M94	2
DOID:2557	M94.20	M94	20
DOID:2559	F11.2	F11	2
DOID:2565	H18.55	H18	55
DOID:2566	H18.50	H18	50
DOID:2566	H18.5	H18	5
DOID:2568	N72	N72	
DOID:2571	C96.6	C96	6
DOID:2571	C96.0	C96	0
DOID:2580	E71.540	E71	540
DOID:2581	Q77.3	Q77	3
DOID:2583	D80.1	D80	1
DOID:2590	N04	N04	
DOID:2595	C32.0	C32	0
DOID:2596	C32.9	C32	9
DOID:2596	C32	C32	
DOID:26	K86.8	K86	8
DOID:26	K86.89	K86	89
DOID:260	C18.3	C18	3
DOID:261	C18.4	C18	4
DOID:263	C64	C64	
DOID:2645	C45	C45	
DOID:2645	C45.9	C45	9
DOID:2658	K09.8	K09	8
DOID:268	C22.3	C22	3
DOID:2691	D21	D21	
DOID:2702	M12.2	M12	2
DOID:2708	J67.5	J67	5
DOID:2712	N47.1	N47	1
DOID:2718	J94.2	J94	2
DOID:2723	L30.9	L30	9
DOID:2725	Q82.5	Q82	5
DOID:2730	Q81.9	Q81	9
DOID:2730	Q81	Q81	
DOID:2732	Q82.8	Q82	8
DOID:2733	L90	L90	
DOID:2733	L90.9	L90	9
DOID:2734	E50.8	E50	8
DOID:2739	E80.4	E80	4
DOID:2742	H93.9	H93	9
DOID:2742	H93.90	H93	90
DOID:2743	N28.85	N28	85
DOID:2744	N12	N12	
DOID:2745	F60.81	F60	81
DOID:2746	E74.04	E74	04
DOID:2747	E74.00	E74	00
DOID:2747	E74.0	E74	0
DOID:2748	E74.03	E74	03
DOID:2750	E74.09	E74	09
DOID:2752	E74.02	E74	02
DOID:2754	E74.09	E74	09
DOID:2768	F95.0	F95	0
DOID:2769	F95	F95	
DOID:2769	F95.9	F95	9
DOID:2770	L22	L22	
DOID:2772	L24.9	L24	9
DOID:2772	L24	L24	
DOID:2773	L25	L25	
DOID:2773	L25.9	L25	9
DOID:2782	C19	C19	
DOID:2785	Q03.1	Q03	1
DOID:2789	B50-B64	B50-B64	
DOID:2789	B64	B64	
DOID:2790	B76.1	B76	1
DOID:2797	J84.114	J84	114
DOID:2797	J84.11	J84	11
DOID:2797	J84.112	J84	112
DOID:28	E34.9	E34	9
DOID:2800	J84.114	J84	114
DOID:2814	C72.4	C72	4
DOID:2815	C72.50	C72	50
DOID:2832	B48.3	B48	3
DOID:2834	D75.1	D75	1
DOID:2838	D75.1	D75	1
DOID:2839	D75.1	D75	1
DOID:2841	J45.90	J45	90
DOID:2841	J45.909	J45	909
DOID:2841	J45	J45	
DOID:2843	I45.81	I45	81
DOID:2846	F45.8	F45	8
DOID:2846	G47.63	G47	63
DOID:285	C91.4	C91	4
DOID:285	C91.40	C91	40
DOID:2856	E07.81	E07	81
DOID:2859	D58.2	D58	2
DOID:2860	D58.2	D58	2
DOID:2879	H18.45	H18	45
DOID:288	N80.0	N80	0
DOID:289	N80.9	N80	9
DOID:289	N80	N80	
DOID:2907	Q87.0	Q87	0
DOID:2908	Q75.4	Q75	4
DOID:2913	K85	K85	
DOID:2913	K85.9	K85	9
DOID:2914	D89.9	D89	9
DOID:2916	C88.9	C88	9
DOID:2917	D89.1	D89	1
DOID:2921	N05	N05	
DOID:2921	N08	N08	
DOID:2926	Q87.2	Q87	2
DOID:2935	D72.0	D72	0
DOID:2935	E70.330	E70	330
DOID:2945	J12.81	J12	81
DOID:2951	T75.3	T75	3
DOID:2952	H80-H83	H80-H83	
DOID:2952	H83.9	H83	9
DOID:2952	H83.90	H83	90
DOID:2957	A15	A15	
DOID:2957	A15.0	A15	0
DOID:2962	Q87.19	Q87	19
DOID:2964	M77.9	M77	9
DOID:2965	M71.9	M71	9
DOID:2972	N28.0	N28	0
DOID:2973	N17.1	N17	1
DOID:2977	E72.53	E72	53
DOID:2977	R82.992	R82	992
DOID:2978	E74.9	E74	9
DOID:2987	M04.1	M04	1
DOID:2988	D68.61	D68	61
DOID:2998	C62.9	C62	9
DOID:2998	C62	C62	
DOID:2998	C62.90	C62	90
DOID:3042	L23.9	L23	9
DOID:3042	L23	L23	
DOID:3049	M30.1	M30	1
DOID:3052	N15.0	N15	0
DOID:3055	A01.4	A01	4
DOID:3055	A01.1	A01	1
DOID:3055	A01.2	A01	2
DOID:3055	A01.3	A01	3
DOID:3082	J84.9	J84	9
DOID:3083	J44.9	J44	9
DOID:3086	K06.1	K06	1
DOID:3087	K05.1	K05	1
DOID:3087	K05.10	K05	10
DOID:3087	K05.00	K05	00
DOID:3087	K05.0	K05	0
DOID:3096	H04.57	H04	57
DOID:3096	H04.579	H04	579
DOID:310	E88.42	E88	42
DOID:3103	G54.0	G54	0
DOID:3119	C26.9	C26	9
DOID:3121	C23	C23	
DOID:3127	K62.89	K62	89
DOID:3132	E80.1	E80	1
DOID:3138	L83	L83	
DOID:3144	Q82.8	Q82	8
DOID:3153	E88.2	E88	2
DOID:3166	D72.823	D72	823
DOID:319	G95.9	G95	9
DOID:3191	G71.21	G71	21
DOID:320	G95.1	G95	1
DOID:3204	Q85.03	Q85	03
DOID:321	G04.1	G04	1
DOID:3225	S12.8	S12	8
DOID:3241	J69.1	J69	1
DOID:3263	E70.39	E70	39
DOID:3265	D71	D71	
DOID:3277	C37	C37	
DOID:3292	B04	B04	
DOID:331	G96.9	G96	9
DOID:3310	L20	L20	
DOID:3310	L20.81	L20	81
DOID:3310	L20.9	L20	9
DOID:3312	F31	F31	
DOID:3312	F31.9	F31	9
DOID:3315	D17.9	D17	9
DOID:3315	D17	D17	
DOID:332	G12.21	G12	21
DOID:3320	E75.02	E75	02
DOID:3321	E75.0	E75	0
DOID:3321	E75.00	E75	00
DOID:3322	E75.19	E75	19
DOID:3323	E75.01	E75	01
DOID:3324	F30-F39	F30-F39	
DOID:3324	F39	F39	
DOID:3326	D69.2	D69	2
DOID:334	F60.4	F60	4
DOID:3362	I25.41	I25	41
DOID:3388	K05.6	K05	6
DOID:3390	L85.2	L85	2
DOID:3393	I25.10	I25	10
DOID:3393	I25.1	I25	1
DOID:3393	K76.1	K76	1
DOID:3393	I20-I25	I20-I25	
DOID:3393	I25.9	I25	9
DOID:3393	I25	I25	
DOID:3401	E22.2	E22	2
DOID:3418	G52	G52	
DOID:3426	H81.9	H81	9
DOID:3426	H81	H81	
DOID:3426	H81.90	H81	90
DOID:3429	G72.41	G72	41
DOID:345	N85.9	N85	9
DOID:3463	N64.9	N64	9
DOID:3463	N60-N65	N60-N65	
DOID:348	H02.3	H02	3
DOID:3481	A20.7	A20	7
DOID:3482	A20	A20	
DOID:3482	A20.9	A20	9
DOID:3488	L03.90	L03	90
DOID:349	D47.02	D47	02
DOID:3490	Q87.19	Q87	19
DOID:3491	Q96.9	Q96	9
DOID:3491	Q96	Q96	
DOID:3491	Q96.0	Q96	0
DOID:3492	M35.1	M35	1
DOID:350	D47.09	D47	09
DOID:350	Q82.2	Q82	2
DOID:3522	G46.3	G46	3
DOID:3526	I63.9	I63	9
DOID:3526	I63	I63	
DOID:3529	G71.29	G71	29
DOID:3541	C71.5	C71	5
DOID:355	C96.22	C96	22
DOID:355	C96.2	C96	2
DOID:3558	K31.5	K31	5
DOID:3565	D32.9	D32	9
DOID:3571	C22.0	C22	0
DOID:3571	C22.9	C22	9
DOID:3587	C25.3	C25	3
DOID:3590	O01	O01	
DOID:3590	O01.9	O01	9
DOID:3590	O01.0	O01	0
DOID:3594	C58	C58	
DOID:361	N80.0	N80	0
DOID:3612	H30.9	H30	9
DOID:3614	E23.0	E23	0
DOID:3620	C72.9	C72	9
DOID:3627	I71.9	I71	9
DOID:3627	I71.1	I71	1
DOID:3627	I71.10	I71	10
DOID:3627	I71.3	I71	3
DOID:3627	I71.30	I71	30
DOID:3627	I71.8	I71	8
DOID:3627	I71.50	I71	50
DOID:3627	I71.5	I71	5
DOID:363	C55	C55	
DOID:3649	E74.4	E74	4
DOID:365	N32.9	N32	9
DOID:3650	E87.20	E87	20
DOID:3651	E74.4	E74	4
DOID:3652	G31.82	G31	82
DOID:3663	D47.01	D47	01
DOID:3664	D47.09	D47	09
DOID:3665	D47.01	D47	01
DOID:3666	D47.01	D47	01
DOID:3669	I73.9	I73	9
DOID:367	G52.0	G52	0
DOID:3687	E88.41	E88	41
DOID:3689	G54.5	G54	5
DOID:3690	G54.0	G54	0
DOID:370	C72.2	C72	2
DOID:3720	C90.20	C90	20
DOID:3720	C90.2	C90	2
DOID:3721	C90.30	C90	30
DOID:3721	C90.3	C90	3
DOID:3753	E70.331	E70	331
DOID:3755	D68.59	D68	59
DOID:3756	D68.59	D68	59
DOID:3765	Q56	Q56	
DOID:3765	Q56.3	Q56	3
DOID:3766	N89.8	N89	8
DOID:3777	L92.0	L92	0
DOID:379	H61.9	H61	9
DOID:379	H60-H62	H60-H62	
DOID:3798	J86.9	J86	9
DOID:3798	J86	J86	
DOID:3805	L56.5	L56	5
DOID:381	M12.9	M12	9
DOID:381	M25.9	M25	9
DOID:381	M19.90	M19	90
DOID:381	M00-M02	M00-M02	
DOID:3827	K44.9	K44	9
DOID:3827	K44	K44	
DOID:384	I45.6	I45	6
DOID:3852	Q85.89	Q85	89
DOID:3856	C63.9	C63	9
DOID:3856	C60-C63	C60-C63	
DOID:3875	I80.0	I80	0
DOID:3901	N76.2	N76	2
DOID:3911	E34.8	E34	8
DOID:3924	C34.0	C34	0
DOID:3928	E88.2	E88	2
DOID:3933	M76.81	M76	81
DOID:3946	E24.0	E24	0
DOID:3951	I40.9	I40	9
DOID:3951	I40	I40	
DOID:3953	C74.9	C74	9
DOID:3953	C74	C74	
DOID:396	I42.3	I42	3
DOID:397	I42.5	I42	5
DOID:3981	G23.0	G23	0
DOID:3996	C68.9	C68	9
DOID:4028	L81.7	L81	7
DOID:4029	K29.7	K29	7
DOID:4038	K29.6	K29	6
DOID:4045	C49	C49	
DOID:409	K70-K77	K70-K77	
DOID:409	K76.9	K76	9
DOID:4090	R48.1	R48	1
DOID:4123	L60.9	L60	9
DOID:4123	L60	L60	
DOID:4131	L08.1	L08	1
DOID:4143	C69.6	C69	6
DOID:4154	K00.5	K00	5
DOID:4166	A51.0	A51	0
DOID:418	M34.0	M34	0
DOID:418	M34.9	M34	9
DOID:4184	E20.1	E20	1
DOID:4195	R73.9	R73	9
DOID:4196	G57.2	G57	2
DOID:4196	G57.20	G57	20
DOID:420	L68.9	L68	9
DOID:420	L68.3	L68	3
DOID:420	L68	L68	
DOID:4203	C71.7	C71	7
DOID:4205	C71.6	C71	6
DOID:4223	L08.0	L08	0
DOID:423	M62.9	M62	9
DOID:423	M60-M63	M60-M63	
DOID:423	G72.9	G72	9
DOID:424	P28.0	P28	0
DOID:4249	A81.82	A81	82
DOID:4250	H11.82	H11	82
DOID:4251	H10-H11	H10-H11	
DOID:4251	H11.9	H11	9
DOID:4254	Q78.2	Q78	2
DOID:4257	M89.8	M89	8
DOID:4258	Q87.0	Q87	0
DOID:4271	B60.8	B60	8
DOID:4283	C44.510	C44	510
DOID:4297	Q26.8	Q26	8
DOID:4306	M54.1	M54	1
DOID:4306	M54.10	M54	10
DOID:4313	L12.30	L12	30
DOID:4313	L12.3	L12	3
DOID:4325	A98.4	A98	4
DOID:4327	A98.3	A98	3
DOID:4333	Q50.4	Q50	4
DOID:4333	Q50.5	Q50	5
DOID:4336	B35	B35	
DOID:4352	C69.4	C69	4
DOID:436	C38.2	C38	2
DOID:4362	C53.9	C53	9
DOID:4362	C53	C53	
DOID:437	G70.0	G70	0
DOID:437	G70.00	G70	00
DOID:4372	I66	I66	
DOID:4398	L40.3	L40	3
DOID:440	G70.9	G70	9
DOID:4400	L82	L82	
DOID:4428	F81.0	F81	0
DOID:445	E26.81	E26	81
DOID:446	E24.9	E24	9
DOID:446	E24	E24	
DOID:446	E26	E26	
DOID:446	E26.9	E26	9
DOID:4480	Q77.4	Q77	4
DOID:4492	J09.X	J09	X
DOID:4540	R48.8	R48	8
DOID:4543	R41.2	R41	2
DOID:456	B77	B77	
DOID:456	B77.9	B77	9
DOID:4603	Q80.3	Q80	3
DOID:4606	C24.0	C24	0
DOID:4607	C24.9	C24	9
DOID:4621	Q04.2	Q04	2
DOID:4624	Q78.4	Q78	4
DOID:4626	Q04.3	Q04	3
DOID:4644	Q81.0	Q81	0
DOID:4645	C69.2	C69	2
DOID:4658	D47.09	D47	09
DOID:4659	D47.09	D47	09
DOID:4660	D47.02	D47	02
DOID:4664	H16.12	H16	12
DOID:4674	E34.5	E34	5
DOID:4674	E34.50	E34	50
DOID:4676	N19	N19	
DOID:4677	H16	H16	
DOID:4677	H16.9	H16	9
DOID:47	N42.9	N42	9
DOID:4706	C71.7	C71	7
DOID:4723	G96.81	G96	81
DOID:4723	G96.810	G96	810
DOID:4730	J30.0	J30	0
DOID:4737	F45.9	F45	9
DOID:4737	F45	F45	
DOID:4744	O43.21	O43	21
DOID:4751	G23.2	G23	2
DOID:4776	N01	N01	
DOID:4798	C96.21	C96	21
DOID:48	N50.9	N50	9
DOID:483	D18.0	D18	0
DOID:4840	C44	C44	
DOID:4885	A93.2	A93	2
DOID:4889	A18.2	A18	2
DOID:4919	C65	C65	
DOID:4928	C22.1	C22	1
DOID:4947	C22.1	C22	1
DOID:4952	G14	G14	
DOID:4953	A80	A80	
DOID:4953	A80.9	A80	9
DOID:4959	Q81.2	Q81	2
DOID:4960	D47.1	D47	1
DOID:4962	A18.84	A18	84
DOID:4964	F48.9	F48	9
DOID:4964	F34.1	F34	1
DOID:4968	E24.1	E24	1
DOID:4970	R48.3	R48	3
DOID:4971	D47.4	D47	4
DOID:4971	D75.81	D75	81
DOID:4986	A80.4	A80	4
DOID:4989	K85.9	K85	9
DOID:4990	G25.0	G25	0
DOID:4997	Q78.3	Q78	3
DOID:50	E07.9	E07	9
DOID:50	E00-E07	E00-E07	
DOID:5032	C75.3	C75	3
DOID:5041	C15.3	C15	3
DOID:5041	C15.4	C15	4
DOID:5041	C15.5	C15	5
DOID:5052	A24.9	A24	9
DOID:5082	K74.60	K74	60
DOID:5093	C76.1	C76	1
DOID:5119	N83.2	N83	2
DOID:5158	C38.4	C38	4
DOID:5162	I70	I70	
DOID:5172	D07.0	D07	0
DOID:518	C63.2	C63	2
DOID:519	I77.6	I77	6
DOID:5200	N13.9	N13	9
DOID:5204	E74.19	E74	19
DOID:5225	A85.8	A85	8
DOID:526	B20-B20	B20-B20	
DOID:526	B20	B20	
DOID:529	G24.5	G24	5
DOID:5295	K63.9	K63	9
DOID:530	H02.9	H02	9
DOID:5327	H33.2	H33	2
DOID:533	E32.9	E32	9
DOID:533	E32	E32	
DOID:5334	N47.2	N47	2
DOID:5339	D70.4	D70	4
DOID:5340	R41.1	R41	1
DOID:5364	R91.1	R91	1
DOID:5378	D58.2	D58	2
DOID:5379	D58.2	D58	2
DOID:538	H51.2	H51	2
DOID:540	H50.89	H50	89
DOID:540	H50.8	H50	8
DOID:5408	M88	M88	
DOID:5418	F25	F25	
DOID:5418	F25.9	F25	9
DOID:5419	F20.9	F20	9
DOID:5419	F20	F20	
DOID:5426	E28.3	E28	3
DOID:543	G24	G24	
DOID:543	G24.9	G24	9
DOID:5467	C69.0	C69	0
DOID:5501	B85.0	B85	0
DOID:5502	B85.2	B85	2
DOID:5513	B85.1	B85	1
DOID:5559	C38.3	C38	3
DOID:557	N08	N08	
DOID:557	N28.9	N28	9
DOID:5572	Q87.3	Q87	3
DOID:5576	F52.32	F52	32
DOID:5587	T79.6	T79	6
DOID:559	N10	N10	
DOID:560	Q07.8	Q07	8
DOID:5608	K04.2	K04	2
DOID:5612	C72.0	C72	0
DOID:5614	H44	H44	
DOID:5614	H44.9	H44	9
DOID:5655	H47.4	H47	4
DOID:5656	G52.9	G52	9
DOID:566	H83.2X9	H83	2X9
DOID:566	H83.2X	H83	2X
DOID:566	H83.2	H83	2
DOID:5672	C18.9	C18	9
DOID:9256	C18.9	C18	9
DOID:5679	H35.9	H35	9
DOID:5691	H47.6	H47	6
DOID:57	I06.1	I06	1
DOID:571	G56.10	G56	10
DOID:571	G56.1	G56	1
DOID:5719	C74.1	C74	1
DOID:5723	H47.2	H47	2
DOID:5723	H47.20	H47	20
DOID:5731	N70.11	N70	11
DOID:5732	N70	N70	
DOID:5733	N70.91	N70	91
DOID:5748	I09.89	I09	89
DOID:576	R80	R80	
DOID:576	R80.9	R80	9
DOID:5773	K13.5	K13	5
DOID:5781	H73.81	H73	81
DOID:5782	H73.9	H73	9
DOID:5782	H73.90	H73	90
DOID:5810	D81.30	D81	30
DOID:5810	D81.3	D81	3
DOID:5812	D81.6	D81	6
DOID:5813	D81.5	D81	5
DOID:582	R82.3	R82	3
DOID:583	D55-D59	D55-D59	
DOID:5844	I22	I22	
DOID:5844	I21	I21	
DOID:585	N20.2	N20	2
DOID:585	N20	N20	
DOID:5870	J82.81	J82	81
DOID:5875	C48	C48	
DOID:5875	C48.0	C48	0
DOID:589	D58.9	D58	9
DOID:591	F40.9	F40	9
DOID:591	F40	F40	
DOID:593	F40.0	F40	0
DOID:593	F40.00	F40	00
DOID:594	F41.0	F41	0
DOID:5976	I65.9	I65	9
DOID:599	F40.2	F40	2
DOID:6000	I50	I50	
DOID:6000	I50.9	I50	9
DOID:605	F40.243	F40	243
DOID:6050	K22.9	K22	9
DOID:606	G83.81	G83	81
DOID:607	G82.20	G82	20
DOID:607	G82.2	G82	2
DOID:61	I05.1	I05	1
DOID:61	I05	I05	
DOID:61	I05.9	I05	9
DOID:612	D84.9	D84	9
DOID:6132	J40	J40	
DOID:6132	J42	J42	
DOID:6132	J20.9	J20	9
DOID:6132	J20	J20	
DOID:614	D72.810	D72	810
DOID:6148	D02.3	D02	3
DOID:615	D72.819	D72	819
DOID:6195	H10.9	H10	9
DOID:6195	H10	H10	
DOID:6196	M02.3	M02	3
DOID:6196	M02.30	M02	30
DOID:6196	M02.10	M02	10
DOID:6196	M02.1	M02	1
DOID:6199	C69.1	C69	1
DOID:6201	C45.2	C45	2
DOID:624	D80.7	D80	7
DOID:626	D80-D89	D80-D89	
DOID:626	D84.1	D84	1
DOID:6262	C96.4	C96	4
DOID:628	D81	D81	
DOID:628	D81.9	D81	9
DOID:631	M79.7	M79	7
DOID:631	M79.1	M79	1
DOID:633	G72.49	G72	49
DOID:633	M60	M60	
DOID:633	M60.9	M60	9
DOID:635	B20	B20	
DOID:636	G37.2	G37	2
DOID:6364	G43.9	G43	9
DOID:6364	G43.909	G43	909
DOID:6364	G43	G43	
DOID:6376	D73.1	D73	1
DOID:6406	Q20.1	Q20	1
DOID:6419	Q21.3	Q21	3
DOID:643	A81.2	A81	2
DOID:6432	I27.20	I27	20
DOID:648	A81.81	A81	81
DOID:649	A81.9	A81	9
DOID:6498	L82.1	L82	1
DOID:6498	L82	L82	
DOID:653	E79.8	E79	8
DOID:6543	L70.2	L70	2
DOID:6543	L70.9	L70	9
DOID:6543	L70	L70	
DOID:6590	M46	M46	
DOID:660	C74.0	C74	0
DOID:6603	M48.3	M48	3
DOID:6643	M48.2	M48	2
DOID:6643	M48.20	M48	20
DOID:6652	M48.1	M48	1
DOID:6676	E23.6	E23	6
DOID:6682	M43.1	M43	1
DOID:6682	M43.10	M43	10
DOID:6683	Q87.19	Q87	19
DOID:6688	D89.82	D89	82
DOID:6692	M53.0	M53	0
DOID:6712	G83.82	G83	82
DOID:6713	I67.9	I67	9
DOID:6713	I60-I69	I60-I69	
DOID:672	C26.1	C26	1
DOID:6725	M48.00	M48	00
DOID:6725	M48.0	M48	0
DOID:6725	M48.02	M48	02
DOID:6725	M48.061	M48	061
DOID:6725	M48.06	M48	06
DOID:674	Q35.9	Q35	9
DOID:674	Q35	Q35	
DOID:676	M08.4	M08	4
DOID:676	M08.40	M08	40
DOID:678	G23.1	G23	1
DOID:681	G12.22	G12	22
DOID:682	T79.A0	T79	A0
DOID:684	C22.0	C22	0
DOID:687	C22.2	C22	2
DOID:6925	G57.3	G57	3
DOID:6969	H04.33	H04	33
DOID:6970	H04.3	H04	3
DOID:701	K00.5	K00	5
DOID:7033	B81.0	B81	0
DOID:705	H47.22	H47	22
DOID:711	C91.42	C91	42
DOID:7127	N30.4	N30	4
DOID:7146	C96.4	C96	4
DOID:7147	M45	M45	
DOID:7148	M06.9	M06	9
DOID:7165	E06.1	E06	1
DOID:7166	E06.9	E06	9
DOID:7166	E06	E06	
DOID:7188	E06.3	E06	3
DOID:7224	C70.1	C70	1
DOID:727	N94.3	N94	3
DOID:728	H15.12	H15	12
DOID:732	N36.9	N36	9
DOID:7327	M72.4	M72	4
DOID:734	C68.0	C68	0
DOID:74	D75.9	D75	9
DOID:7426	A22.0	A22	0
DOID:7427	A22.9	A22	9
DOID:7427	A22	A22	
DOID:743	L50.3	L50	3
DOID:7439	H74.4	H74	4
DOID:7457	B80	B80	
DOID:746	D19.9	D19	9
DOID:7474	C45.0	C45	0
DOID:7489	M92.52	M92	52
DOID:750	K27	K27	
DOID:7518	F52.31	F52	31
DOID:754	A18.12	A18	12
DOID:7551	A54.9	A54	9
DOID:7551	A54	A54	
DOID:758	Q89.3	Q89	3
DOID:77	K92.9	K92	9
DOID:7765	H35.07	H35	07
DOID:7765	H35.02	H35	02
DOID:778	F22	F22	
DOID:780	O43	O43	
DOID:780	O43.90	O43	90
DOID:780	O43.9	O43	9
DOID:782	N15.9	N15	9
DOID:784	N18.9	N18	9
DOID:7848	C96.4	C96	4
DOID:7849	C96.4	C96	4
DOID:786	S12.8	S12	8
DOID:786	J38.7	J38	7
DOID:7894	B88.0	B88	0
DOID:7894	B88.9	B88	9
DOID:790	H44.40	H44	40
DOID:790	H44.4	H44	4
DOID:799	I83.90	I83	90
DOID:7997	E05.9	E05	9
DOID:7998	E05.9	E05	9
DOID:801	M25.0	M25	0
DOID:809	F14.1	F14	1
DOID:811	E88.1	E88	1
DOID:8125	M93.9	M93	9
DOID:8125	M92	M92	
DOID:813	M00.9	M00	9
DOID:813	M00	M00	
DOID:8133	C10.1	C10	1
DOID:819	J98.51	J98	51
DOID:820	I51.4	I51	4
DOID:8200	A52.3	A52	3
